,category,headline,authors,link,short_description,date
111532,RELIGION,Spiritual Resources for Activists,"Adam Bucko, ContributorCo-Author, 'Occupy Spirituality: A Radical Vision for a New Ge...",https://www.huffingtonpost.com/entry/spiritual-resources-for-a_1_b_5854594.html,"Inspired by the original impulse of Occupy, I began gathering people for contemplative prayer and dialogues to cultivate wisdom resources for those of us who have quietly been working on building alternative structures for a new world.",2014-09-20
111542,RELIGION,Time Marches On,"William B. Bradshaw, ContributorAuthor",https://www.huffingtonpost.com/entry/time-marches-on_b_5853980.html,"In preparation for one of our high school reunion many years after graduation, the chairperson of our reunion suggested that each of us write about the best time of our lives. I gave this careful thought and simply wrote: ""The present is the best time of my life.""",2014-09-20
111546,RELIGION,Pope Francis Names Progressive To Replace Conservative Chicago Archbishop,,https://www.huffingtonpost.com/entry/blase-cupich-chicago-_n_5854070.html,,2014-09-20
111563,RELIGION,Climate Justice: World Council of Church's Interfaith Summit on Climate Change,"Grace Ji-Sun Kim, ContributorAssociate Professor of Theology at Earlham School of Religion",https://www.huffingtonpost.com/entry/climate-justice-world-cou_b_5844926.html,"This is not only an environmental issue, but also an economic and social issue. Communities, churches and individuals need to become and involved in working towards climate justice. The time to act is now. Tomorrow is already too late.",2014-09-19
111566,RELIGION,Hineni -- Here I Am,"Alisa Schindler, ContributorWriter/ Blogger at Icescreammama.com",https://www.huffingtonpost.com/entry/hineni-here-i-am_b_5844898.html,"I look around at the congregation and see so many friends and familiar faces. My prayer book with my grandmother's inscription rests on my lap. I feel warm and connected. Hineni, I think, here I am.",2014-09-19
111574,RELIGION,The Next Big Thing for the Progressive Church,"Rev. Emily C. Heath, ContributorClergy, United Church of Christ",https://www.huffingtonpost.com/entry/the-next-big-thing-for-th_b_5846840.html,"It's time for progressive Christians to claim discipleship. It's time to get radical, not about our politics or our policies, but about our faith. It's time to stop throwing the baby Jesus out with the bath water, and start putting the horse before the cart.",2014-09-19
111598,RELIGION,When Prayer Becomes Control,"Cindy Brandt, ContributorAuthor, Outside In: Ten Christian Voices We Can't Ignore",https://www.huffingtonpost.com/entry/when-prayer-becomes-contr_b_5846936.html,"When senseless tragedy occurs, people of faith often rush to explain and control. As finite human beings, we are limited in our knowledge and power, which makes us uncomfortable.",2014-09-19
111637,RELIGION,Orthodox Synagogue Plans To Hire Woman As Clergy Member -- But Won't Call Her A Rabbi,,https://www.huffingtonpost.com/entry/jewish-orthodox-woman-clergy_n_5844182.html,,2014-09-19
111651,RELIGION,Pain: A Gateway to Transcendence,"Mario Tenaglia, ContributorWriter, Bookkeeper, Backpacker",https://www.huffingtonpost.com/entry/pain-a-gateway-to-transcendence_b_5820354.html,,2014-09-18
111675,RELIGION,Why Oklahoma Rep. John Bennett's Fear Mongering Makes Us Less Safe,"Rev. Dr. Susan Brooks Thistlethwaite, ContributorProfessor of Theology, Chicago Theological Seminary",https://www.huffingtonpost.com/entry/john-bennett-fear-mongering_b_5843862.html,Americans have enough enemies without creating imaginary ones. But that is what Oklahoma Rep. John Bennett is doing by fear mongering against the whole American Muslim community. Bennett is creating imaginary Muslim enemies where none exist.,2014-09-18
111766,RELIGION,Happy Rosh Hashana!,"Rabbi Levi Welton, ContributorRabbi",https://www.huffingtonpost.com/entry/happy-rosh-hashana_b_5837902.html,"Over the years, Rosh Hashana has become associated with many recognizable objects and foods which you might see depicted on Rosh Hashana greeting cards or synagogue pamphlets.",2014-09-17
111851,RELIGION,God's Guide to Conflict Resolution,"Mallory McDuff, Ph.D., ContributorAuthor, 'Sacred Acts: How Churches are Working to Protect Eart...",https://www.huffingtonpost.com/entry/gods-guide-to-conflict-re_b_5816112.html,"If an Environmental Studies teacher is afraid to talk about climate change because of potential conflict, our planet is in deeper trouble than we think. So to face my own fear, I decided to write about the religious response to climate change.",2014-09-16
111920,RELIGION,How One Indian Housewife Switched Gears To Become A Hindu Priest,Antonia Blumberg,https://www.huffingtonpost.com/entry/woman-hindu-priest_n_5797168.html,,2014-09-15
111940,RELIGION,Liberian Town Loses Its ‘Prayer Warrior' In Latest Ebola Casualty,,https://www.huffingtonpost.com/entry/ebola-prayer-warrior_n_5810710.html,,2014-09-15
111952,RELIGION,From ISIS To Westboro: Introducing The HuffPost Religion Podcast,Paul Brandeis Raushenbush,https://www.huffingtonpost.com/entry/huffpost-religion-podcast_n_5812278.html,,2014-09-15
111978,RELIGION,Intense Beginnings,"Rabbi Menachem Creditor, ContributorSpiritual Leader, Congregation Netivot Shalom; Founder, Rabbis...",https://www.huffingtonpost.com/entry/intense-beginnings_b_5813332.html,"Transitions prompt anxiety. Combinations of transitions can be simply overwhelming. Imagine what it must have been for the Israelites about to enter the land, the community they have created together barely coalescing.",2014-09-15
112020,RELIGION,American Ebola Survivor Kent Brantly Donates Blood To Fellow Missionary Doctor,,https://www.huffingtonpost.com/entry/ebola-survivor-donates-blood_n_5813772.html,,2014-09-14
112079,RELIGION,What Future for Iraq? Interreligious Debates at the Sant'Egidio Meeting,"Katherine Marshall, ContributorSenior Fellow, Berkley Center for Religion, Peace, and World A...",https://www.huffingtonpost.com/entry/what-future-for-iraq-inte_b_5809294.html,"An audience member asked if it would have been better if Saddam Hussein had remained in power. Interestingly, after brief hesitations, the answers were a resounding no. Saddam was evil and the situation under him was untenable.",2014-09-13
112086,RELIGION,"At 9 Years Old, Grace Has Already Beaten Cancer. Now She's Taking On Child Homelessness",Carol Kuruvilla,https://www.huffingtonpost.com/entry/cancer-survivor-grace-callwood-wecancerve_n_5812568.html,,2014-09-13
112093,RELIGION,Is It Time for Government to Recognize the Rights of Pastafarians?,"Clay Farris Naff, ContributorScience and Religion Correspondent for the Humanist Magazine",https://www.huffingtonpost.com/entry/is-it-time-for-government_b_5815088.html,"Whether or not you think the Church of the Flying Spaghetti Monster is a joke, the stakes are quite serious. Indeed, they go right to the heart of two essential questions: What is nature of religion, and what is the role of government?",2014-09-13
112106,RELIGION,Vatican Cricket Team May Need Some Divine Intervention,,https://www.huffingtonpost.com/entry/vatican-cricket-team_n_5813526.html,,2014-09-13
112109,RELIGION,Grieving Town Buries Brutally Murdered Italian Nuns Who Served Africa More Than 50 Years,,https://www.huffingtonpost.com/entry/italian-nuns-murdered-in-burundi-funeral_n_5813844.html,,2014-09-13
112142,RELIGION,What Happened to Sin,"William B. Bradshaw, ContributorAuthor",https://www.huffingtonpost.com/entry/what-happened-to-sin_b_5815160.html,"People around the world are suffering more now than at any time in my lifetime, and probably much longer. But the peoples of the world, including we who live in and love the United States, have become increasingly permissive and secular.",2014-09-13
112239,RELIGION,Washington State Rabbi Becomes U.S. Air Force Chaplain With Beard Intact,Carol Kuruvilla,https://www.huffingtonpost.com/entry/rabbi-beard-air-force-chaplain_n_5807518.html,,2014-09-12
112253,RELIGION,Victim Of Islamophobic Crime Dreams Of A World Without Hate,,https://www.huffingtonpost.com/entry/rais-bhuiyan_n_5806250.html,,2014-09-11
112333,RELIGION,Attitudes of Gratitude: Religious Friends Cultivate Thankfulness,"David Briggs, ContributorWriter, Association of Religion Data Archives",https://www.huffingtonpost.com/entry/attitudes-of-gratitude-re_b_5789460.html,"Keep your friends close, and your religious friends closer.",2014-09-10
112378,RELIGION,Nuns To Pope Francis: Revoke 'Doctrine Of Discovery',,https://www.huffingtonpost.com/entry/catholic-church-doctrine-of-discovery_n_5793840.html,,2014-09-10
112386,RELIGION,Killing Jesus and Claiming Justice: The Execution of Willie Trottie,"Rev. Jeff Hood, ContributorBaptist Pastor, Theologian and Activist",https://www.huffingtonpost.com/entry/killing-jesus-and-claimin_b_5794000.html,The unfathomable love and grace of God is what binds Willie Trottie to the person of Jesus.  The murders of Barbara and Titus Canada cannot keep Trottie from such grace and love.  Why is this so difficult to believe?,2014-09-10
112392,RELIGION,Be Bold in Our Support for Women and Families,"Rev. Darcy Baxter, ContributorMinister, repro-&-family-justice activist, thea/ologian. Bridg...",https://www.huffingtonpost.com/entry/be-bold-in-our-support-fo_b_5794076.html,"Be Bold. I cannot think of a better call to action for people of faith who care about reproductive health, rights and justice.",2014-09-10
112396,RELIGION,Men and Their Anger: Facing the Fire,"Robert C. Crosby, D.Min., ContributorAuthor, ""The Will of a Man & The Way of a Woman"" (Barbour Books)",https://www.huffingtonpost.com/entry/men-and-their-anger-facin_b_5794052.html,"Moses had an anger problem. Actually, his anger  got him into trouble on more than one occasion. No, not for hitting a woman; we have no record of him ever doing so, but for allowing his anger to turn into murder on one occasion and disobedience to God on another.",2014-09-10
112465,RELIGION,Daily Meditation: Night,Antonia Blumberg,https://www.huffingtonpost.com/entry/daily-meditation_n_5789862.html,,2014-09-09
112548,RELIGION,Where Climate Change and Real Conservatives Meet,"Stephen Phelps, ContributorWriter, theologian, activist, pastor, teacher",https://www.huffingtonpost.com/entry/climate-change-real-conservatives_b_5777486.html,"By embracing a radical worldview, today's conservatives have abandoned the moral heritage of the West.",2014-09-08
112628,RELIGION,Witness Human Stories From The World's Largest Religious Festival,Antonia Blumberg,https://www.huffingtonpost.com/entry/kumbh-mela-documentary_n_5766844.html,,2014-09-07
112663,RELIGION,"Shobi's Table Is The Free, Food Truck Ministry That Every City Needs",Antonia Blumberg,https://www.huffingtonpost.com/entry/shobis-table-food-truck-ministry_n_5700769.html,,2014-09-07
112666,RELIGION,Martin Scorsese To Direct Movie About Jesuit Missionaries,,https://www.huffingtonpost.com/entry/martin-scorsese-silence_n_5669702.html,,2014-09-07
112721,RELIGION,9/11 Families Launch Anti-Islamophobia Campaign,Antonia Blumberg,https://www.huffingtonpost.com/entry/911-islamophobia-campaign_n_5773340.html,,2014-09-06
112729,RELIGION,Two Catholic Dioceses Are Fighting Over Something Unexpected,,https://www.huffingtonpost.com/entry/archbishop-fulton-sheen-body_n_5774198.html,,2014-09-06
112770,RELIGION,Discovering a Lost and Forgotten Early Christian 'Gospel',"James D. Tabor, ContributorAuthor, 'Paul and Jesus: How the Apostle Transformed Christian...",https://www.huffingtonpost.com/entry/discovering-a-lost-and-fo_b_5748292.html,"Few Christians today have even heard of the Didache, but this text allows us a glimpse into a largely forgotten form of early Christianity, one that stands in rather stark contrast to the Christianity developed by the Apostle Paul some decades after the death of Jesus.",2014-09-05
112822,RELIGION,Daily Meditation: Drift Away,Antonia Blumberg,https://www.huffingtonpost.com/entry/daily-meditation_n_5771546.html,,2014-09-05
112907,RELIGION,"Joan Rivers' Jewish Identity Was Part Humor, Part Faith",Antonia Blumberg,https://www.huffingtonpost.com/entry/joan-rivers-judaism_n_5767934.html,,2014-09-04
112944,RELIGION,The Religious Roots Of The Wilderness Act,,https://www.huffingtonpost.com/entry/religious-wilderness-act_n_5766670.html,,2014-09-04
113045,RELIGION,Why I Hope This Is My Last Arrest at the White House,"Sandy Sorensen, ContributorDirector of the United Church of Christ, Washington, DC",https://www.huffingtonpost.com/entry/why-i-hope-today-is-my-la_b_5732578.html,"Last week, I was arrested with more than 130 other advocates outside the White House. This is not the first time I have been arrested in an act of civil disobedience in front of the White House protesting our nation's immoral immigration system -- but I am praying that it is the last time.",2014-09-02
